text,label
"We may charge you (in addition to the Royalty Fee and Advertising Fee contributions due under this Agreement) a reasonable management fee in an amount that we may specify, equal to up to ten percent (10%) of the Franchise's gross revenues, plus our direct out-of-pocket costs and expenses, if we assume management of the Franchise under this Paragraph.",Revenue/Profit Sharing
The exclusive remedy of either party in a claim against the other under this Agreement shall be the recovery of its direct damages.,Cap On Liability
"BP shall then have an optional prior right, for a period of fifteen (15) days after receipt of such written notice, to purchase for the stated consideration on the same terms and conditions the interest which Company proposes to sell.",Rofr/Rofo/Rofn
"The  Franchisee  shall  also  submit to BKC  quarterly  balance  sheets  for the Franchisee  itself and not  merely of the  Franchised  Restaurant,  the first of which shall be for the period ending  forty-five  (45) days after the expiration of the first calendar quarter after the Franchised  Restaurant opens.",Audit Rights
"This Agreement shall be valid for five (5) years from February 1, 2019 through January 31, 2024 unless this Agreement is terminated earlier pursuant to Section 14 (the ""Term"").",Expiration Date
IntriCon may not assign or transfer any of its rights or obligations under this Agreement without the prior written consent of  Dynamic Hearing.,Anti-Assignment
Reseller must have a minimum of two (2) of its pre-sales technical staff participate in the pre-sales technical training in the first 6 months of this agreement.,Minimum Commitment
"THIS AGREEMENT SHALL BE GOVERNED BY AND CONSTRUED IN ACCORDANCE WITH THE INTERNAL LAWS OF THE STATE OF NEW YORK APPLICABLE TO AGREEMENTS MADE AND TO BE PERFORMED ENTIRELY WITHIN SUCH STATE, WITHOUT REGARD TO THE CONFLICTS OF LAW PRINCIPLES OF SUCH STATE OTHER THAN SECTIONS 5-1401 OF THE NEW YORK GENERAL





OBLIGATIONS LAW.",Governing Law
"If the commercial exploitation of a RELEASED VARIETY in the United Kingdom by IGER requires a license on CERES INTELLECTUAL  PROPERTY or BACKGROUND INTELLECTUAL PROPERTY of CERES, CERES shall negotiate in good faith with IGER or a designee of IGER  about the grant of such a license, provided however that CERES shall have no obligation to grant any license on transgenes or transgenic  technologies.",License Grant
This Agreement may not be assigned by a party to this Agreement to any other Person without the express written approval of the other parties to this Agreement and any attempt at assignment in violation of this section shall be null and void.,Anti-Assignment
"In the event of a claim under any such policies, Agent shall be responsible for the payment of all deductibles, retentions or self-insured amounts thereunder, unless it is determined that liability arose by reason of the willful misconduct or grossly negligent acts or omissions of Merchant or Merchant's employees, independent contractors or agents (other than Agent or Agent's employees, agents or independent contractors).",Insurance
"IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY FOR ANY INCIDENTAL, CONSEQUENTIAL, INDIRECT, SPECIAL, OR PUNITIVE DAMAGES (INCLUDING, BUT NOT LIMITED TO, LOST PROFITS, BUSINESS INTERRUPTION, LOSS OF BUSINESS INFORMATION OR OTHER PECUNIARY LOSS) REGARDLESS OF WHETHER SUCH LIABILITY IS BASED ON BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, BREACH OF WARRANTIES, FAILURE OF ESSENTIAL PURPOSE OR OTHERWISE AND EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",Cap On Liability
"This Agreement and all Actions (whether in contract or tort) that may be based upon, arise out of or relate to this Agreement or the negotiation, execution or performance hereof or thereof shall be governed by and construed in accordance with the Law of the State of Delaware, without regard to any Laws or principles thereof that would result in the application of the Laws of any other jurisdiction.",Governing Law
NTT Communications Corporation,Parties
"For the Technology Transfer and as applicable for the License granted by NLS to Eurofarma under article 2.1(iii) hereabove, Eurofarma shall pay to NLS royalty payments (the ""Royalties"") on the annual Net Sales in the Territory according to the following table:

Annual Net Sales in the Territory in USD:

Royalty in Percent of Net Sales under 10 million 7% 10 million to < 20 million 8% 20 million to < 30 million 9% 30 million and above 10%",Revenue/Profit Sharing
